id	description	prompt_input	is_critical	criticality_score	validation_status	corrected_label
CVE-2023-0575	external control of critical state data, improper control of generation of code ('code injection') vulnerability in yugabyte, inc. yugabyte db on windows, linux, macos, ios (devopsbase.java:execcommand, tablemanager.java:runcommand modules) allows api manipulation, privilege abuse. this vulnerability is associated with program files backup.py. this issue affects yugabyte db: lesser then 2.2.0.0	"Extract cybersecurity concepts and relationships from the following description:

external control of critical state data, improper control of generation of code ('code injection') vulnerability in yugabyte, inc. yugabyte db on windows, linux, macos, ios (devopsbase.java:execcommand, tablemanager.java:runcommand modules) allows api manipulation, privilege abuse. this vulnerability is associated with program files backup.py. this issue affects yugabyte db: lesser then 2.2.0.0"	TRUE	4	unreviewed	TRUE
CVE-2023-0576	rejected reason: this cve id has been rejected or withdrawn by its cve numbering authority.	"Extract cybersecurity concepts and relationships from the following description:

rejected reason: this cve id has been rejected or withdrawn by its cve numbering authority."	FALSE	0	unreviewed	FALSE
CVE-2023-0577	improper neutralization of input during web page generation ('cross-site scripting') vulnerability in asos information technologies sobiad allows cross-site scripting (xss).this issue affects sobiad: before 23.02.01.	"Extract cybersecurity concepts and relationships from the following description:

improper neutralization of input during web page generation ('cross-site scripting') vulnerability in asos information technologies sobiad allows cross-site scripting (xss).this issue affects sobiad: before 23.02.01."	FALSE	0	unreviewed	FALSE
CVE-2023-0578	improper neutralization of input during web page generation ('cross-site scripting') vulnerability in asos information technologies book cites allows cross-site scripting (xss).this issue affects book cites: before 23.01.05.	"Extract cybersecurity concepts and relationships from the following description:

improper neutralization of input during web page generation ('cross-site scripting') vulnerability in asos information technologies book cites allows cross-site scripting (xss).this issue affects book cites: before 23.01.05."	FALSE	0	unreviewed	FALSE
CVE-2023-0579	the yarpp wordpress plugin before 5.30.3 does not validate and escape some of its shortcode attributes before using them in sql statement/s, which could allow any authenticated users, such as subscribers to perform sql injection attacks.	"Extract cybersecurity concepts and relationships from the following description:

the yarpp wordpress plugin before 5.30.3 does not validate and escape some of its shortcode attributes before using them in sql statement/s, which could allow any authenticated users, such as subscribers to perform sql injection attacks."	FALSE	0	unreviewed	FALSE
CVE-2023-0580	insecure storage of sensitive information vulnerability in abb my control system (on-premise) allows an attacker who successfully exploited this vulnerability to gain access to the secure application data or take control of the application. of the services that make up the my control system (on-premise) application, the following ones are affected by this vulnerability: user interface system monitoring1 asset inventory this issue affects my control system (on-premise): from 5.0;0 through 5.13.	"Extract cybersecurity concepts and relationships from the following description:

insecure storage of sensitive information vulnerability in abb my control system (on-premise) allows an attacker who successfully exploited this vulnerability to gain access to the secure application data or take control of the application. of the services that make up the my control system (on-premise) application, the following ones are affected by this vulnerability: user interface system monitoring1 asset inventory this issue affects my control system (on-premise): from 5.0;0 through 5.13."	FALSE	0	unreviewed	FALSE
CVE-2023-0581	the privatecontent plugin for wordpress is vulnerable to protection mechanism bypass due to the use of client side validation in versions up to, and including, 8.4.3. this is due to the plugin checking if an ip had been blocklist via client-side scripts rather than server-side. this makes it possible for unauthenticated attackers to bypass any login restrictions that may prevent a brute force attack.	"Extract cybersecurity concepts and relationships from the following description:

the privatecontent plugin for wordpress is vulnerable to protection mechanism bypass due to the use of client side validation in versions up to, and including, 8.4.3. this is due to the plugin checking if an ip had been blocklist via client-side scripts rather than server-side. this makes it possible for unauthenticated attackers to bypass any login restrictions that may prevent a brute force attack."	TRUE	4	unreviewed	TRUE
CVE-2023-0582	improper limitation of a pathname to a restricted directory ('path traversal') vulnerability in forgerock access management allows authorization bypass. this issue affects access management: before 7.3.0, before 7.2.1, before 7.1.4, through 7.0.2.	"Extract cybersecurity concepts and relationships from the following description:

improper limitation of a pathname to a restricted directory ('path traversal') vulnerability in forgerock access management allows authorization bypass. this issue affects access management: before 7.3.0, before 7.2.1, before 7.1.4, through 7.0.2."	FALSE	2	reviewed	FALSE
CVE-2023-0583	the vk blocks plugin for wordpress is vulnerable to improper authorization via the rest 'update_vk_blocks_options' function in versions up to, and including, 1.57.0.5. this allows authenticated attackers, with contributor-level permissions or above, to change plugin settings including default icons.	"Extract cybersecurity concepts and relationships from the following description:

the vk blocks plugin for wordpress is vulnerable to improper authorization via the rest 'update_vk_blocks_options' function in versions up to, and including, 1.57.0.5. this allows authenticated attackers, with contributor-level permissions or above, to change plugin settings including default icons."	FALSE	0	reviewed	FALSE
CVE-2023-0584	the vk blocks plugin for wordpress is vulnerable to improper authorization via the rest 'update_options' function in versions up to, and including, 1.57.0.5. this allows authenticated attackers, with contributor-level permissions or above, to change the 'vk_font_awesome_version' option to an arbitrary value.	"Extract cybersecurity concepts and relationships from the following description:

the vk blocks plugin for wordpress is vulnerable to improper authorization via the rest 'update_options' function in versions up to, and including, 1.57.0.5. this allows authenticated attackers, with contributor-level permissions or above, to change the 'vk_font_awesome_version' option to an arbitrary value."	FALSE	2	unreviewed	FALSE
CVE-2023-0585	the all in one seo pack plugin for wordpress is vulnerable to stored cross-site scripting via multiple parameters in versions up to, and including, 4.2.9 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers with administrator role or above to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.	"Extract cybersecurity concepts and relationships from the following description:

the all in one seo pack plugin for wordpress is vulnerable to stored cross-site scripting via multiple parameters in versions up to, and including, 4.2.9 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers with administrator role or above to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page."	TRUE	6	unreviewed	TRUE
CVE-2023-0586	the all in one seo pack plugin for wordpress is vulnerable to stored cross-site scripting via multiple parameters in versions up to, and including, 4.2.9 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers with contributor+ role to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.	"Extract cybersecurity concepts and relationships from the following description:

the all in one seo pack plugin for wordpress is vulnerable to stored cross-site scripting via multiple parameters in versions up to, and including, 4.2.9 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers with contributor+ role to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page."	TRUE	4	unreviewed	TRUE
CVE-2023-0587	a file upload vulnerability in exists in trend micro apex one server build 11110. using a malformed content-length header in an http put message sent to url /officescan/console/html/cgi/fcgiofcdda.exe, an unauthenticated remote attacker can upload arbitrary files to the samplesubmission directory (i.e., \pccsrv\temp\samplesubmission) on the server. the attacker can upload a large number of large files to fill up the file system on which the apex one server is installed.	"Extract cybersecurity concepts and relationships from the following description:

a file upload vulnerability in exists in trend micro apex one server build 11110. using a malformed content-length header in an http put message sent to url /officescan/console/html/cgi/fcgiofcdda.exe, an unauthenticated remote attacker can upload arbitrary files to the samplesubmission directory (i.e., \pccsrv\temp\samplesubmission) on the server. the attacker can upload a large number of large files to fill up the file system on which the apex one server is installed."	TRUE	6	reviewed	TRUE
CVE-2023-0588	the catalyst connect zoho crm client portal wordpress plugin before 2.1.0 does not sanitize and escape a parameter before outputting it back in the page, leading to a reflected cross-site scripting which could be used against high-privilege users such as admin.	"Extract cybersecurity concepts and relationships from the following description:

the catalyst connect zoho crm client portal wordpress plugin before 2.1.0 does not sanitize and escape a parameter before outputting it back in the page, leading to a reflected cross-site scripting which could be used against high-privilege users such as admin."	TRUE	6	unreviewed	TRUE
CVE-2023-0589	the wp image carousel wordpress plugin through 1.0.2 does not sanitise and escape some parameters, which could allow users with a role as low as contributor to perform cross-site scripting attacks.	"Extract cybersecurity concepts and relationships from the following description:

the wp image carousel wordpress plugin through 1.0.2 does not sanitise and escape some parameters, which could allow users with a role as low as contributor to perform cross-site scripting attacks."	FALSE	0	unreviewed	FALSE
CVE-2023-0590	a use-after-free flaw was found in qdisc_graft in net/sched/sch_api.c in the linux kernel due to a race problem. this flaw leads to a denial of service issue. if patch ebda44da44f6 ("net: sched: fix race condition in qdisc_graft()") not applied yet, then kernel could be affected.	"Extract cybersecurity concepts and relationships from the following description:

a use-after-free flaw was found in qdisc_graft in net/sched/sch_api.c in the linux kernel due to a race problem. this flaw leads to a denial of service issue. if patch ebda44da44f6 (""net: sched: fix race condition in qdisc_graft()"") not applied yet, then kernel could be affected."	FALSE	0	unreviewed	FALSE
CVE-2023-0591	ubireader_extract_files is vulnerable to path traversal when run against specifically crafted ubifs files, allowing the attacker to overwrite files outside of the extraction directory (provided the process has write access to that file or directory). this is due to the fact that a node name (dent_node.name) is considered trusted and joined to the extraction directory path during processing, then the node content is written to that joined path. by crafting a malicious ubifs file with node names holding path traversal payloads (e.g. ../../tmp/outside.txt), it's possible to force ubi_reader to write outside of the extraction directory. this issue affects ubi-reader before 0.8.5.	"Extract cybersecurity concepts and relationships from the following description:

ubireader_extract_files is vulnerable to path traversal when run against specifically crafted ubifs files, allowing the attacker to overwrite files outside of the extraction directory (provided the process has write access to that file or directory). this is due to the fact that a node name (dent_node.name) is considered trusted and joined to the extraction directory path during processing, then the node content is written to that joined path. by crafting a malicious ubifs file with node names holding path traversal payloads (e.g. ../../tmp/outside.txt), it's possible to force ubi_reader to write outside of the extraction directory. this issue affects ubi-reader before 0.8.5."	FALSE	0	reviewed	FALSE
CVE-2023-0592	a path traversal vulnerability affects jefferson's jffs2 filesystem extractor. by crafting malicious jffs2 files, attackers could force jefferson to write outside of the extraction directory.this issue affects jefferson: before 0.4.1.	"Extract cybersecurity concepts and relationships from the following description:

a path traversal vulnerability affects jefferson's jffs2 filesystem extractor. by crafting malicious jffs2 files, attackers could force jefferson to write outside of the extraction directory.this issue affects jefferson: before 0.4.1."	FALSE	0	unreviewed	FALSE
CVE-2023-0593	a path traversal vulnerability affects yaffshiv yaffs filesystem extractor. by crafting a malicious yaffs file, an attacker could force yaffshiv to write outside of the extraction directory. this issue affects yaffshiv up to version 0.1 included, which is the most recent at time of publication.	"Extract cybersecurity concepts and relationships from the following description:

a path traversal vulnerability affects yaffshiv yaffs filesystem extractor. by crafting a malicious yaffs file, an attacker could force yaffshiv to write outside of the extraction directory. this issue affects yaffshiv up to version 0.1 included, which is the most recent at time of publication."	FALSE	0	unreviewed	FALSE
CVE-2023-0594	grafana is an open-source platform for monitoring and observability. starting with the 7.0 branch, grafana had a stored xss vulnerability in the trace view visualization. the stored xss vulnerability was possible due the value of a span's attributes/resources were not properly sanitized and this will be rendered when the span's attributes/resources are expanded. an attacker needs to have the editor role in order to change the value of a trace view visualization to contain javascript. this means that vertical privilege escalation is possible, where a user with editor role can change to a known password for a user having admin role if the user with admin role executes malicious javascript viewing a dashboard. users may upgrade to version 8.5.21, 9.2.13 and 9.3.8 to receive a fix.	"Extract cybersecurity concepts and relationships from the following description:

grafana is an open-source platform for monitoring and observability. starting with the 7.0 branch, grafana had a stored xss vulnerability in the trace view visualization. the stored xss vulnerability was possible due the value of a span's attributes/resources were not properly sanitized and this will be rendered when the span's attributes/resources are expanded. an attacker needs to have the editor role in order to change the value of a trace view visualization to contain javascript. this means that vertical privilege escalation is possible, where a user with editor role can change to a known password for a user having admin role if the user with admin role executes malicious javascript viewing a dashboard. users may upgrade to version 8.5.21, 9.2.13 and 9.3.8 to receive a fix."	TRUE	6	reviewed	TRUE
CVE-2023-0595	a cwe-117: improper output neutralization for logs vulnerability exists that could cause the misinterpretation of log files when malicious packets are sent to the geo scada server's database web port (default 443). affected products: ecostruxure geo scada expert 2019, ecostruxure geo scada expert 2020, ecostruxure geo scada expert 2021(all versions prior to october 2022), clearscada (all versions)	"Extract cybersecurity concepts and relationships from the following description:

a cwe-117: improper output neutralization for logs vulnerability exists that could cause the misinterpretation of log files when malicious packets are sent to the geo scada server's database web port (default 443). affected products: ecostruxure geo scada expert 2019, ecostruxure geo scada expert 2020, ecostruxure geo scada expert 2021(all versions prior to october 2022), clearscada (all versions)"	FALSE	0	unreviewed	FALSE
CVE-2023-0597	a flaw possibility of memory leak in the linux kernel cpu_entry_area mapping of x86 cpu data to memory was found in the way user can guess location of exception stack(s) or other important data. a local user could use this flaw to get access to some important data with expected location in memory.	"Extract cybersecurity concepts and relationships from the following description:

a flaw possibility of memory leak in the linux kernel cpu_entry_area mapping of x86 cpu data to memory was found in the way user can guess location of exception stack(s) or other important data. a local user could use this flaw to get access to some important data with expected location in memory."	FALSE	0	unreviewed	FALSE
CVE-2023-0598	ge digital proficy ifix 2022, ge digital proficy ifix v6.1, and ge digital proficy ifix v6.5 are vulnerable to code injection, which may allow an attacker to insert malicious configuration files in the expected web server execution path and gain full control of the hmi software.	"Extract cybersecurity concepts and relationships from the following description:

ge digital proficy ifix 2022, ge digital proficy ifix v6.1, and ge digital proficy ifix v6.5 are vulnerable to code injection, which may allow an attacker to insert malicious configuration files in the expected web server execution path and gain full control of the hmi software."	FALSE	0	unreviewed	FALSE
CVE-2023-0599	rapid7 metasploit pro versions 4.21.2 and lower suffer from a stored cross site scripting vulnerability, due to a lack of javascript request string sanitization. using this vulnerability, an authenticated attacker can execute arbitrary html and script code in the target browser against another metasploit pro user using a specially crafted request. note that in most deployments, all metasploit pro users tend to enjoy privileges equivalent to local administrator.	"Extract cybersecurity concepts and relationships from the following description:

rapid7 metasploit pro versions 4.21.2 and lower suffer from a stored cross site scripting vulnerability, due to a lack of javascript request string sanitization. using this vulnerability, an authenticated attacker can execute arbitrary html and script code in the target browser against another metasploit pro user using a specially crafted request. note that in most deployments, all metasploit pro users tend to enjoy privileges equivalent to local administrator."	TRUE	8	unreviewed	TRUE
CVE-2023-0600	the wp visitor statistics (real time traffic) wordpress plugin before 6.9 does not escape user input which is concatenated to an sql query, allowing unauthenticated visitors to conduct sql injection attacks.	"Extract cybersecurity concepts and relationships from the following description:

the wp visitor statistics (real time traffic) wordpress plugin before 6.9 does not escape user input which is concatenated to an sql query, allowing unauthenticated visitors to conduct sql injection attacks."	FALSE	2	unreviewed	FALSE
CVE-2023-0602	the twittee text tweet wordpress plugin through 1.0.8 does not properly escape post values which are printed back to the user inside one of the plugin's administrative page, which allows reflected xss attacks targeting administrators to happen.	"Extract cybersecurity concepts and relationships from the following description:

the twittee text tweet wordpress plugin through 1.0.8 does not properly escape post values which are printed back to the user inside one of the plugin's administrative page, which allows reflected xss attacks targeting administrators to happen."	FALSE	2	unreviewed	FALSE
CVE-2023-0603	the sloth logo customizer wordpress plugin through 2.0.2 does not have csrf check when updating its settings, and is missing sanitisation as well as escaping, which could allow attackers to make logged in admin add stored xss payloads via a csrf attack	"Extract cybersecurity concepts and relationships from the following description:

the sloth logo customizer wordpress plugin through 2.0.2 does not have csrf check when updating its settings, and is missing sanitisation as well as escaping, which could allow attackers to make logged in admin add stored xss payloads via a csrf attack"	FALSE	2	unreviewed	FALSE
CVE-2023-0604	the wp food manager wordpress plugin before 1.0.4 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)	"Extract cybersecurity concepts and relationships from the following description:

the wp food manager wordpress plugin before 1.0.4 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)"	TRUE	6	reviewed	TRUE
CVE-2023-0605	the auto rename media on upload wordpress plugin before 1.1.0 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup).	"Extract cybersecurity concepts and relationships from the following description:

the auto rename media on upload wordpress plugin before 1.1.0 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform stored cross-site scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)."	TRUE	6	unreviewed	TRUE
CVE-2023-0606	cross-site scripting (xss) - reflected in github repository ampache/ampache prior to 5.5.7.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - reflected in github repository ampache/ampache prior to 5.5.7."	FALSE	0	reviewed	FALSE
CVE-2023-0607	cross-site scripting (xss) - stored in github repository projectsend/projectsend prior to r1606.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository projectsend/projectsend prior to r1606."	FALSE	0	unreviewed	FALSE
CVE-2023-0608	cross-site scripting (xss) - dom in github repository microweber/microweber prior to 1.3.2.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - dom in github repository microweber/microweber prior to 1.3.2."	FALSE	0	unreviewed	FALSE
CVE-2023-0609	improper authorization in github repository wallabag/wallabag prior to 2.5.3.	"Extract cybersecurity concepts and relationships from the following description:

improper authorization in github repository wallabag/wallabag prior to 2.5.3."	FALSE	0	reviewed	FALSE
CVE-2023-0610	improper authorization in github repository wallabag/wallabag prior to 2.5.3.	"Extract cybersecurity concepts and relationships from the following description:

improper authorization in github repository wallabag/wallabag prior to 2.5.3."	FALSE	0	unreviewed	FALSE
CVE-2023-0611	a vulnerability, which was classified as critical, has been found in trendnet tew-652brp 3.04b01. this issue affects some unknown processing of the file get_set.ccp of the component web management interface. the manipulation leads to command injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-219935.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, has been found in trendnet tew-652brp 3.04b01. this issue affects some unknown processing of the file get_set.ccp of the component web management interface. the manipulation leads to command injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-219935."	TRUE	4	unreviewed	TRUE
CVE-2023-0612	a vulnerability, which was classified as critical, was found in trendnet tew-811dru 1.0.10.0. affected is an unknown function of the file /wireless/basic.asp of the component httpd. the manipulation leads to buffer overflow. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-219936.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, was found in trendnet tew-811dru 1.0.10.0. affected is an unknown function of the file /wireless/basic.asp of the component httpd. the manipulation leads to buffer overflow. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-219936."	TRUE	4	unreviewed	TRUE
CVE-2023-0613	a vulnerability has been found in trendnet tew-811dru 1.0.10.0 and classified as critical. affected by this vulnerability is an unknown functionality of the file /wireless/security.asp of the component httpd. the manipulation leads to memory corruption. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219937 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability has been found in trendnet tew-811dru 1.0.10.0 and classified as critical. affected by this vulnerability is an unknown functionality of the file /wireless/security.asp of the component httpd. the manipulation leads to memory corruption. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219937 was assigned to this vulnerability."	TRUE	4	unreviewed	TRUE
CVE-2023-0614	the fix in 4.6.16, 4.7.9, 4.8.4 and 4.9.7 for cve-2018-10919 confidential attribute disclosure vi ldap filters was insufficient and an attacker may be able to obtain confidential bitlocker recovery keys from a samba ad dc.	"Extract cybersecurity concepts and relationships from the following description:

the fix in 4.6.16, 4.7.9, 4.8.4 and 4.9.7 for cve-2018-10919 confidential attribute disclosure vi ldap filters was insufficient and an attacker may be able to obtain confidential bitlocker recovery keys from a samba ad dc."	FALSE	0	unreviewed	FALSE
CVE-2023-0615	a memory leak flaw and potential divide by zero and integer overflow was found in the linux kernel v4l2 and vivid test code functionality. this issue occurs when a user triggers ioctls, such as vidioc_s_dv_timings ioctl. this could allow a local user to crash the system if vivid test code enabled.	"Extract cybersecurity concepts and relationships from the following description:

a memory leak flaw and potential divide by zero and integer overflow was found in the linux kernel v4l2 and vivid test code functionality. this issue occurs when a user triggers ioctls, such as vidioc_s_dv_timings ioctl. this could allow a local user to crash the system if vivid test code enabled."	FALSE	0	unreviewed	FALSE
CVE-2023-0616	if a mime email combines openpgp and openpgp mime data in a certain way thunderbird repeatedly attempts to process and display the message, which could cause thunderbird's user interface to lock up and no longer respond to the user's actions. an attacker could send a crafted message with this structure to attempt a dos attack. this vulnerability affects thunderbird < 102.8.	"Extract cybersecurity concepts and relationships from the following description:

if a mime email combines openpgp and openpgp mime data in a certain way thunderbird repeatedly attempts to process and display the message, which could cause thunderbird's user interface to lock up and no longer respond to the user's actions. an attacker could send a crafted message with this structure to attempt a dos attack. this vulnerability affects thunderbird < 102.8."	FALSE	0	unreviewed	FALSE
CVE-2023-0617	a vulnerability was found in trendnet tew-811dru 1.0.10.0. it has been classified as critical. this affects an unknown part of the file /wireless/guestnetwork.asp of the component httpd. the manipulation leads to buffer overflow. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219957 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in trendnet tew-811dru 1.0.10.0. it has been classified as critical. this affects an unknown part of the file /wireless/guestnetwork.asp of the component httpd. the manipulation leads to buffer overflow. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-219957 was assigned to this vulnerability."	TRUE	4	unreviewed	TRUE
CVE-2023-0618	a vulnerability was found in trendnet tew-652brp 3.04b01. it has been declared as critical. this vulnerability affects unknown code of the file cfg_op.ccp of the component web service. the manipulation leads to memory corruption. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-219958 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in trendnet tew-652brp 3.04b01. it has been declared as critical. this vulnerability affects unknown code of the file cfg_op.ccp of the component web service. the manipulation leads to memory corruption. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-219958 is the identifier assigned to this vulnerability."	TRUE	4	unreviewed	TRUE
CVE-2023-0619	the kraken.io image optimizer plugin for wordpress is vulnerable to authorization bypass due to a missing capability check on its ajax actions in versions up to, and including, 2.6.8. this makes it possible for authenticated attackers, with subscriber-level permissions and above, to reset image optimizations.	"Extract cybersecurity concepts and relationships from the following description:

the kraken.io image optimizer plugin for wordpress is vulnerable to authorization bypass due to a missing capability check on its ajax actions in versions up to, and including, 2.6.8. this makes it possible for authenticated attackers, with subscriber-level permissions and above, to reset image optimizations."	FALSE	2	unreviewed	FALSE
CVE-2023-0620	hashicorp vault and vault enterprise versions 0.8.0 through 1.13.1 are vulnerable to an sql injection attack when configuring the microsoft sql (mssql) database storage backend. when configuring the mssql plugin through the local, certain parameters are not sanitized when passed to the user-provided mssql database. an attacker may modify these parameters to execute a malicious sql command. this issue is fixed in versions 1.13.1, 1.12.5, and 1.11.9.	"Extract cybersecurity concepts and relationships from the following description:

hashicorp vault and vault enterprise versions 0.8.0 through 1.13.1 are vulnerable to an sql injection attack when configuring the microsoft sql (mssql) database storage backend. when configuring the mssql plugin through the local, certain parameters are not sanitized when passed to the user-provided mssql database. an attacker may modify these parameters to execute a malicious sql command. this issue is fixed in versions 1.13.1, 1.12.5, and 1.11.9."	FALSE	2	unreviewed	FALSE
CVE-2023-0621	cscape envision rv version 4.60 is vulnerable to an out-of-bounds read vulnerability when parsing project (i.e. hmi) files. the product lacks proper validation of user-supplied data, which could result in reads past the end of allocated data structures. an attacker could leverage these vulnerabilities to execute arbitrary code in the context of the current process.	"Extract cybersecurity concepts and relationships from the following description:

cscape envision rv version 4.60 is vulnerable to an out-of-bounds read vulnerability when parsing project (i.e. hmi) files. the product lacks proper validation of user-supplied data, which could result in reads past the end of allocated data structures. an attacker could leverage these vulnerabilities to execute arbitrary code in the context of the current process."	TRUE	4	unreviewed	TRUE
CVE-2023-0622	cscape envision rv version 4.60 is vulnerable to an out-of-bounds write vulnerability when parsing project (i.e. hmi) files. the product lacks proper validation of user-supplied data, which could result in writes past the end of allocated data structures. an attacker could leverage these vulnerabilities to execute arbitrary code in the context of the current process.	"Extract cybersecurity concepts and relationships from the following description:

cscape envision rv version 4.60 is vulnerable to an out-of-bounds write vulnerability when parsing project (i.e. hmi) files. the product lacks proper validation of user-supplied data, which could result in writes past the end of allocated data structures. an attacker could leverage these vulnerabilities to execute arbitrary code in the context of the current process."	TRUE	4	reviewed	FALSE
CVE-2023-0623	cscape envision rv version 4.60 is vulnerable to an out-of-bounds write vulnerability when parsing project (i.e. hmi) files. the product lacks proper validation of user-supplied data, which could result in writes past the end of allocated data structures. an attacker could leverage these vulnerabilities to execute arbitrary code in the context of the current process.	"Extract cybersecurity concepts and relationships from the following description:

cscape envision rv version 4.60 is vulnerable to an out-of-bounds write vulnerability when parsing project (i.e. hmi) files. the product lacks proper validation of user-supplied data, which could result in writes past the end of allocated data structures. an attacker could leverage these vulnerabilities to execute arbitrary code in the context of the current process."	TRUE	4	unreviewed	TRUE
CVE-2023-0624	orangescrum version 2.0.11 allows an external attacker to obtain arbitrary user accounts from the application. this is possible because the application returns malicious user input in the response with the content-type set to text/html.	"Extract cybersecurity concepts and relationships from the following description:

orangescrum version 2.0.11 allows an external attacker to obtain arbitrary user accounts from the application. this is possible because the application returns malicious user input in the response with the content-type set to text/html."	FALSE	2	unreviewed	FALSE
CVE-2023-0625	docker desktop before 4.12.0 is vulnerable to rce via a crafted extension description or changelog. this issue affects docker desktop: before 4.12.0.	"Extract cybersecurity concepts and relationships from the following description:

docker desktop before 4.12.0 is vulnerable to rce via a crafted extension description or changelog. this issue affects docker desktop: before 4.12.0."	FALSE	0	reviewed	FALSE
CVE-2023-0626	docker desktop before 4.12.0 is vulnerable to rce via query parameters in message-box route. this issue affects docker desktop: before 4.12.0.	"Extract cybersecurity concepts and relationships from the following description:

docker desktop before 4.12.0 is vulnerable to rce via query parameters in message-box route. this issue affects docker desktop: before 4.12.0."	FALSE	0	unreviewed	FALSE
CVE-2023-0627	docker desktop 4.11.x allows --no-windows-containers flag bypass via ipc response spoofing which may lead to local privilege escalation (lpe).this issue affects docker desktop: 4.11.x.	"Extract cybersecurity concepts and relationships from the following description:

docker desktop 4.11.x allows --no-windows-containers flag bypass via ipc response spoofing which may lead to local privilege escalation (lpe).this issue affects docker desktop: 4.11.x."	TRUE	4	unreviewed	TRUE
CVE-2023-0628	docker desktop before 4.17.0 allows an attacker to execute an arbitrary command inside a dev environments container during initialization by tricking a user to open a crafted malicious docker-desktop:// url.	"Extract cybersecurity concepts and relationships from the following description:

docker desktop before 4.17.0 allows an attacker to execute an arbitrary command inside a dev environments container during initialization by tricking a user to open a crafted malicious docker-desktop:// url."	TRUE	4	unreviewed	TRUE
CVE-2023-0629	docker desktop before 4.17.0 allows an unprivileged user to bypass enhanced container isolation (eci) restrictions by setting the docker host to docker.raw.sock, or npipe:////.pipe/docker_engine_linux on windows, via the -h (--host) cli flag or the docker_host environment variable and launch containers without the additional hardening features provided by eci. this would not affect already running containers, nor containers launched through the usual approach (without docker's raw socket). the affected functionality is available for docker business customers only and assumes an environment where users are not granted local root or administrator privileges. this issue has been fixed in docker desktop 4.17.0. affected docker desktop versions: from 4.13.0 before 4.17.0.	"Extract cybersecurity concepts and relationships from the following description:

docker desktop before 4.17.0 allows an unprivileged user to bypass enhanced container isolation (eci) restrictions by setting the docker host to docker.raw.sock, or npipe:////.pipe/docker_engine_linux on windows, via the -h (--host) cli flag or the docker_host environment variable and launch containers without the additional hardening features provided by eci. this would not affect already running containers, nor containers launched through the usual approach (without docker's raw socket). the affected functionality is available for docker business customers only and assumes an environment where users are not granted local root or administrator privileges. this issue has been fixed in docker desktop 4.17.0. affected docker desktop versions: from 4.13.0 before 4.17.0."	TRUE	8	unreviewed	TRUE
CVE-2023-0630	the slimstat analytics wordpress plugin before 4.9.3.3 does not prevent subscribers from rendering shortcodes that concatenates attributes directly into an sql query.	"Extract cybersecurity concepts and relationships from the following description:

the slimstat analytics wordpress plugin before 4.9.3.3 does not prevent subscribers from rendering shortcodes that concatenates attributes directly into an sql query."	FALSE	0	unreviewed	FALSE
