id	description	prompt_input	is_critical	validation_status	corrected_label
CVE-2023-1061	a vulnerability, which was classified as critical, has been found in sourcecodester doctors appointment system 1.0. this issue affects some unknown processing of the file /admin/edit-doc.php. the manipulation of the argument email/oldmail leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, has been found in sourcecodester doctors appointment system 1.0. this issue affects some unknown processing of the file /admin/edit-doc.php. the manipulation of the argument email/oldmail leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used."	TRUE	reviewed	FALSE
CVE-2023-1062	a vulnerability, which was classified as critical, was found in sourcecodester doctors appointment system 1.0. affected is an unknown function of the file /admin/add-new.php of the component parameter handler. the manipulation of the argument email leads to sql injection. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used. vdb-221826 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, was found in sourcecodester doctors appointment system 1.0. affected is an unknown function of the file /admin/add-new.php of the component parameter handler. the manipulation of the argument email leads to sql injection. it is possible to launch the attack remotely. the exploit has been disclosed to the public and may be used. vdb-221826 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1082	an remote attacker with low privileges can perform a command injection which can lead to root access.	"Extract cybersecurity concepts and relationships from the following description:

an remote attacker with low privileges can perform a command injection which can lead to root access."	TRUE	reviewed	FALSE
CVE-2023-1129	the wp fevents book wordpress plugin through 0.46 does not ensures that bookings to be updated belong to the user making the request, allowing any authenticated user to book, add notes, or cancel booking on behalf of other users.	"Extract cybersecurity concepts and relationships from the following description:

the wp fevents book wordpress plugin through 0.46 does not ensures that bookings to be updated belong to the user making the request, allowing any authenticated user to book, add notes, or cancel booking on behalf of other users."	FALSE	reviewed	TRUE
CVE-2023-1130	a vulnerability, which was classified as critical, was found in sourcecodester computer parts sales and inventory system 1.0. this affects an unknown part of the file processlogin. the manipulation of the argument user leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222105 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, was found in sourcecodester computer parts sales and inventory system 1.0. this affects an unknown part of the file processlogin. the manipulation of the argument user leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222105 was assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1141	delta electronics infrasuite device master versions prior to 1.0.5 contain a command injection vulnerability that could allow an attacker to inject arbitrary commands, which could result in remote code execution.	"Extract cybersecurity concepts and relationships from the following description:

delta electronics infrasuite device master versions prior to 1.0.5 contain a command injection vulnerability that could allow an attacker to inject arbitrary commands, which could result in remote code execution."	FALSE	reviewed	TRUE
CVE-2023-1164	a vulnerability was found in kylinsoft kylin-activation on kylinos and classified as critical. affected by this issue is some unknown functionality of the component file import. the manipulation leads to improper authorization. the attack needs to be approached locally. the exploit has been disclosed to the public and may be used. upgrading to version 1.3.11-23 and 1.30.10-5.p23 is able to address this issue. it is recommended to upgrade the affected component. the identifier of this vulnerability is vdb-222260.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in kylinsoft kylin-activation on kylinos and classified as critical. affected by this issue is some unknown functionality of the component file import. the manipulation leads to improper authorization. the attack needs to be approached locally. the exploit has been disclosed to the public and may be used. upgrading to version 1.3.11-23 and 1.30.10-5.p23 is able to address this issue. it is recommended to upgrade the affected component. the identifier of this vulnerability is vdb-222260."	TRUE	reviewed	FALSE
CVE-2023-1180	a vulnerability has been found in sourcecodester health center patient record management system 1.0 and classified as problematic. affected by this vulnerability is an unknown functionality of the file hematology_print.php. the manipulation of the argument hem_id leads to cross site scripting. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-222331.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability has been found in sourcecodester health center patient record management system 1.0 and classified as problematic. affected by this vulnerability is an unknown functionality of the file hematology_print.php. the manipulation of the argument hem_id leads to cross site scripting. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-222331."	FALSE	reviewed	TRUE
CVE-2023-1208	this http headers wordpress plugin before 1.18.11 allows arbitrary data to be written to arbitrary files, leading to a remote code execution vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

this http headers wordpress plugin before 1.18.11 allows arbitrary data to be written to arbitrary files, leading to a remote code execution vulnerability."	FALSE	reviewed	TRUE
CVE-2023-1259	the hotjar plugin for wordpress is vulnerable to stored cross-site scripting via the hotjar_site_id in versions up to, and including, 1.0.15 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. this only affects multi-site installations and installations where unfiltered_html has been disabled.	"Extract cybersecurity concepts and relationships from the following description:

the hotjar plugin for wordpress is vulnerable to stored cross-site scripting via the hotjar_site_id in versions up to, and including, 1.0.15 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. this only affects multi-site installations and installations where unfiltered_html has been disabled."	TRUE	reviewed	FALSE
CVE-2023-1281	use after free vulnerability in linux kernel traffic control index filter (tcindex) allows privilege escalation. the imperfect hash area can be updated while packets are traversing, which will cause a use-after-free when 'tcf_exts_exec()' is called with the destroyed tcf_ext. a local attacker user can use this vulnerability to elevate its privileges to root. this issue affects linux kernel: from 4.14 before git commit ee059170b1f7e94e55fa6cadee544e176a6e59c2.	"Extract cybersecurity concepts and relationships from the following description:

use after free vulnerability in linux kernel traffic control index filter (tcindex) allows privilege escalation. the imperfect hash area can be updated while packets are traversing, which will cause a use-after-free when 'tcf_exts_exec()' is called with the destroyed tcf_ext. a local attacker user can use this vulnerability to elevate its privileges to root. this issue affects linux kernel: from 4.14 before git commit ee059170b1f7e94e55fa6cadee544e176a6e59c2."	TRUE	reviewed	FALSE
CVE-2023-1301	a vulnerability, which was classified as critical, has been found in sourcecodester friendly island pizza website and ordering system 1.0. affected by this issue is some unknown functionality of the file deleteorder.php of the component get parameter handler. the manipulation of the argument id leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-222662 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, has been found in sourcecodester friendly island pizza website and ordering system 1.0. affected by this issue is some unknown functionality of the file deleteorder.php of the component get parameter handler. the manipulation of the argument id leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. vdb-222662 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1303	a vulnerability was found in ucms 1.6 and classified as critical. this issue affects some unknown processing of the file sadmin/fileedit.php of the component system file management module. the manipulation of the argument file leads to unrestricted upload. the attack may be initiated remotely. the associated identifier of this vulnerability is vdb-222683.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in ucms 1.6 and classified as critical. this issue affects some unknown processing of the file sadmin/fileedit.php of the component system file management module. the manipulation of the argument file leads to unrestricted upload. the attack may be initiated remotely. the associated identifier of this vulnerability is vdb-222683."	TRUE	reviewed	FALSE
CVE-2023-1309	a vulnerability classified as critical was found in sourcecodester online graduate tracer system 1.0. affected by this vulnerability is an unknown functionality of the file admin/search_it.php. the manipulation of the argument input leads to sql injection. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222697 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability classified as critical was found in sourcecodester online graduate tracer system 1.0. affected by this vulnerability is an unknown functionality of the file admin/search_it.php. the manipulation of the argument input leads to sql injection. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222697 was assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1336	the rapidload power-up for autoptimize plugin for wordpress is vulnerable to unauthorized settings update due to a missing capability check on the ajax_deactivate function in versions up to, and including, 1.7.1. this makes it possible for authenticated attackers with subscriber-level access to disable caching.	"Extract cybersecurity concepts and relationships from the following description:

the rapidload power-up for autoptimize plugin for wordpress is vulnerable to unauthorized settings update due to a missing capability check on the ajax_deactivate function in versions up to, and including, 1.7.1. this makes it possible for authenticated attackers with subscriber-level access to disable caching."	FALSE	reviewed	TRUE
CVE-2023-1392	a vulnerability has been found in sourcecodester online pizza ordering system 1.0 and classified as critical. affected by this vulnerability is the function save_menu. the manipulation leads to unrestricted upload. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-222979.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability has been found in sourcecodester online pizza ordering system 1.0 and classified as critical. affected by this vulnerability is the function save_menu. the manipulation leads to unrestricted upload. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-222979."	TRUE	reviewed	FALSE
CVE-2023-1394	a vulnerability was found in sourcecodester online graduate tracer system 1.0. it has been classified as critical. this affects the function mysqli_query of the file bsitemp.php. the manipulation of the argument id leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222981 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester online graduate tracer system 1.0. it has been classified as critical. this affects the function mysqli_query of the file bsitemp.php. the manipulation of the argument id leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-222981 was assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1439	a vulnerability, which was classified as critical, has been found in sourcecodester medicine tracker system 1.0. this issue affects some unknown processing of the file medicines/view_details.php of the component get parameter handler. the manipulation of the argument get leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-223283.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, has been found in sourcecodester medicine tracker system 1.0. this issue affects some unknown processing of the file medicines/view_details.php of the component get parameter handler. the manipulation of the argument get leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-223283."	TRUE	reviewed	FALSE
CVE-2023-1459	a vulnerability was found in sourcecodester canteen management system 1.0 and classified as critical. affected by this issue is some unknown functionality of the file changeusername.php. the manipulation of the argument username leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-223304.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester canteen management system 1.0 and classified as critical. affected by this issue is some unknown functionality of the file changeusername.php. the manipulation of the argument username leads to sql injection. the attack may be launched remotely. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-223304."	TRUE	reviewed	FALSE
CVE-2023-1470	the ecommerce product catalog plugin for wordpress is vulnerable to stored cross-site scripting via some of its settings parameters in versions up to, and including, 3.3.8 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. this only affects multi-site installations and installations where unfiltered_html has been disabled.	"Extract cybersecurity concepts and relationships from the following description:

the ecommerce product catalog plugin for wordpress is vulnerable to stored cross-site scripting via some of its settings parameters in versions up to, and including, 3.3.8 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. this only affects multi-site installations and installations where unfiltered_html has been disabled."	TRUE	reviewed	FALSE
CVE-2023-1483	a vulnerability has been found in xiaobingby teacms up to 2.0.2 and classified as critical. this vulnerability affects unknown code of the file /admin/getallarticleinfo. the manipulation of the argument searchinfo leads to sql injection. the attack can be initiated remotely. vdb-223366 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability has been found in xiaobingby teacms up to 2.0.2 and classified as critical. this vulnerability affects unknown code of the file /admin/getallarticleinfo. the manipulation of the argument searchinfo leads to sql injection. the attack can be initiated remotely. vdb-223366 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1487	a vulnerability, which was classified as problematic, has been found in lespeed wisecleaner wise system monitor 1.5.3.54. this issue affects the function 0x9c40208c/0x9c402000/0x9c402084/0x9c402088/0x9c402004/0x9c4060c4/0x9c4060cc/0x9c4060d0/0x9c4060d4/0x9c40a0dc/0x9c40a0d8/0x9c40a0dc/0x9c40a0e0 in the library wisehdinfo64.dll of the component iocontrolcode handler. the manipulation leads to denial of service. attacking locally is a requirement. the exploit has been disclosed to the public and may be used. the identifier vdb-223373 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as problematic, has been found in lespeed wisecleaner wise system monitor 1.5.3.54. this issue affects the function 0x9c40208c/0x9c402000/0x9c402084/0x9c402088/0x9c402004/0x9c4060c4/0x9c4060cc/0x9c4060d0/0x9c4060d4/0x9c40a0dc/0x9c40a0d8/0x9c40a0dc/0x9c40a0e0 in the library wisehdinfo64.dll of the component iocontrolcode handler. the manipulation leads to denial of service. attacking locally is a requirement. the exploit has been disclosed to the public and may be used. the identifier vdb-223373 was assigned to this vulnerability."	FALSE	reviewed	TRUE
CVE-2023-1509	the gmace plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.5.2. this is due to missing nonce validation on the gmace_manager_server function called via the wp_ajax_gmace_manager ajax action. this makes it possible for unauthenticated attackers to modify arbitrary files and achieve remote code execution via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.	"Extract cybersecurity concepts and relationships from the following description:

the gmace plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.5.2. this is due to missing nonce validation on the gmace_manager_server function called via the wp_ajax_gmace_manager ajax action. this makes it possible for unauthenticated attackers to modify arbitrary files and achieve remote code execution via a forged request granted they can trick a site administrator into performing an action such as clicking on a link."	TRUE	reviewed	FALSE
CVE-2023-1557	a vulnerability was found in sourcecodester e-commerce system 1.0. it has been rated as critical. affected by this issue is some unknown functionality of the file /ecommerce/admin/user/controller.php?action=edit of the component username handler. the manipulation of the argument userid leads to improper access controls. the attack may be launched remotely. vdb-223550 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester e-commerce system 1.0. it has been rated as critical. affected by this issue is some unknown functionality of the file /ecommerce/admin/user/controller.php?action=edit of the component username handler. the manipulation of the argument userid leads to improper access controls. the attack may be launched remotely. vdb-223550 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1566	a vulnerability was found in sourcecodester medical certificate generator app 1.0. it has been declared as critical. this vulnerability affects unknown code of the file action.php. the manipulation of the argument id leads to sql injection. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-223558 is the identifier assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester medical certificate generator app 1.0. it has been declared as critical. this vulnerability affects unknown code of the file action.php. the manipulation of the argument id leads to sql injection. the attack can be initiated remotely. the exploit has been disclosed to the public and may be used. vdb-223558 is the identifier assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1571	a vulnerability, which was classified as critical, was found in datagear up to 4.5.0. this affects an unknown part of the file /analysisproject/pagingquerydata. the manipulation of the argument queryorder leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. upgrading to version 4.5.1 is able to address this issue. it is recommended to upgrade the affected component. the associated identifier of this vulnerability is vdb-223563.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability, which was classified as critical, was found in datagear up to 4.5.0. this affects an unknown part of the file /analysisproject/pagingquerydata. the manipulation of the argument queryorder leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. upgrading to version 4.5.1 is able to address this issue. it is recommended to upgrade the affected component. the associated identifier of this vulnerability is vdb-223563."	TRUE	reviewed	FALSE
CVE-2023-1574	information disclosure in the user creation feature of a mssql data source in devolutions remote desktop manager 2023.1.9 and below on windows allows an attacker with access to the user interface to obtain sensitive information via the error message dialog that displays the password in clear text.	"Extract cybersecurity concepts and relationships from the following description:

information disclosure in the user creation feature of a mssql data source in devolutions remote desktop manager 2023.1.9 and below on windows allows an attacker with access to the user interface to obtain sensitive information via the error message dialog that displays the password in clear text."	FALSE	reviewed	TRUE
CVE-2023-1575	the mega main menu plugin for wordpress is vulnerable to stored cross-site scripting via some of its settings parameters in versions up to, and including, 2.2.2 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. this only affects multi-site installations and installations where unfiltered_html has been disabled.	"Extract cybersecurity concepts and relationships from the following description:

the mega main menu plugin for wordpress is vulnerable to stored cross-site scripting via some of its settings parameters in versions up to, and including, 2.2.2 due to insufficient input sanitization and output escaping. this makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. this only affects multi-site installations and installations where unfiltered_html has been disabled."	TRUE	reviewed	FALSE
CVE-2023-1590	a vulnerability was found in sourcecodester online tours & travels management system 1.0 and classified as critical. this issue affects the function exec of the file admin/operations/currency.php. the manipulation of the argument id leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-223655.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester online tours & travels management system 1.0 and classified as critical. this issue affects the function exec of the file admin/operations/currency.php. the manipulation of the argument id leads to sql injection. the attack may be initiated remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-223655."	TRUE	reviewed	FALSE
CVE-2023-1629	a vulnerability classified as critical was found in jiangmin antivirus 16.2.2022.418. affected by this vulnerability is the function 0x222010 in the library kvcore.sys of the component ioctl handler. the manipulation leads to memory corruption. an attack has to be approached locally. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-224011.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability classified as critical was found in jiangmin antivirus 16.2.2022.418. affected by this vulnerability is the function 0x222010 in the library kvcore.sys of the component ioctl handler. the manipulation leads to memory corruption. an attack has to be approached locally. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-224011."	TRUE	reviewed	FALSE
CVE-2023-1644	a vulnerability was found in iobit malware fighter 9.4.0.776 and classified as problematic. affected by this issue is the function 0x8018e010 in the library imfcameraprotect.sys of the component ioctl handler. the manipulation leads to denial of service. it is possible to launch the attack on the local host. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-224024.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in iobit malware fighter 9.4.0.776 and classified as problematic. affected by this issue is the function 0x8018e010 in the library imfcameraprotect.sys of the component ioctl handler. the manipulation leads to denial of service. it is possible to launch the attack on the local host. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-224024."	FALSE	reviewed	TRUE
CVE-2023-1663	coverity versions prior to 2023.3.2 are vulnerable to forced browsing, which exposes authenticated resources to unauthorized actors. the root cause of this vulnerability is an insecurely configured servlet mapping for the underlying apache tomcat server. as a result, the downloads directory and its contents are accessible. 5.9 (cvss:3.1/av:n/ac:l/pr:n/ui:n/s:u/c:l/i:n/a:l/e:p/rl:o/rc:c)	"Extract cybersecurity concepts and relationships from the following description:

coverity versions prior to 2023.3.2 are vulnerable to forced browsing, which exposes authenticated resources to unauthorized actors. the root cause of this vulnerability is an insecurely configured servlet mapping for the underlying apache tomcat server. as a result, the downloads directory and its contents are accessible. 5.9 (cvss:3.1/av:n/ac:l/pr:n/ui:n/s:u/c:l/i:n/a:l/e:p/rl:o/rc:c)"	TRUE	reviewed	FALSE
CVE-2023-1679	a vulnerability classified as critical was found in drivergenius 9.70.0.346. this vulnerability affects the function 0x9c406104/0x9c40a108 in the library mydrivers64.sys of the component ioctl handler. the manipulation leads to memory corruption. an attack has to be approached locally. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-224236.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability classified as critical was found in drivergenius 9.70.0.346. this vulnerability affects the function 0x9c406104/0x9c40a108 in the library mydrivers64.sys of the component ioctl handler. the manipulation leads to memory corruption. an attack has to be approached locally. the exploit has been disclosed to the public and may be used. the identifier of this vulnerability is vdb-224236."	TRUE	reviewed	FALSE
CVE-2023-1707	certain hp enterprise laserjet and hp laserjet managed printers are potentially vulnerable to information disclosure when ipsec is enabled with futuresmart version 5.6.	"Extract cybersecurity concepts and relationships from the following description:

certain hp enterprise laserjet and hp laserjet managed printers are potentially vulnerable to information disclosure when ipsec is enabled with futuresmart version 5.6."	FALSE	reviewed	TRUE
CVE-2023-1716	cross-site scripting (xss) vulnerability in invoice edit page in bitrix24 22.0.300 allows attackers to execute arbitrary javascript code in the victim's browser, and possibly execute arbitrary php code on the server if the victim has administrator privilege.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) vulnerability in invoice edit page in bitrix24 22.0.300 allows attackers to execute arbitrary javascript code in the victim's browser, and possibly execute arbitrary php code on the server if the victim has administrator privilege."	TRUE	reviewed	FALSE
CVE-2023-1719	global variable extraction in bitrix/modules/main/tools.php in bitrix24 22.0.300 allows unauthenticated remote attackers to (1) enumerate attachments on the server and (2) execute arbitrary javascript code in the victim's browser, and possibly execute arbitrary php code on the server if the victim has administrator privilege, via overwriting uninitialised variables.	"Extract cybersecurity concepts and relationships from the following description:

global variable extraction in bitrix/modules/main/tools.php in bitrix24 22.0.300 allows unauthenticated remote attackers to (1) enumerate attachments on the server and (2) execute arbitrary javascript code in the victim's browser, and possibly execute arbitrary php code on the server if the victim has administrator privilege, via overwriting uninitialised variables."	TRUE	reviewed	FALSE
CVE-2023-1751	the listed versions of nexx smart home devices use a websocket server that does not validate if the bearer token in the authorization header belongs to the device attempting to associate. this could allow any authorized user to receive alarm information and signals meant for other devices which leak a deviceid.	"Extract cybersecurity concepts and relationships from the following description:

the listed versions of nexx smart home devices use a websocket server that does not validate if the bearer token in the authorization header belongs to the device attempting to associate. this could allow any authorized user to receive alarm information and signals meant for other devices which leak a deviceid."	FALSE	reviewed	TRUE
CVE-2023-1759	cross-site scripting (xss) - stored in github repository thorsten/phpmyfaq prior to 3.1.12.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository thorsten/phpmyfaq prior to 3.1.12."	FALSE	reviewed	TRUE
CVE-2023-1791	a vulnerability has been found in sourcecodester simple task allocation system 1.0 and classified as critical. affected by this vulnerability is an unknown functionality of the file manage_user.php. the manipulation of the argument id leads to sql injection. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-224743.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability has been found in sourcecodester simple task allocation system 1.0 and classified as critical. affected by this vulnerability is an unknown functionality of the file manage_user.php. the manipulation of the argument id leads to sql injection. the attack can be launched remotely. the exploit has been disclosed to the public and may be used. the associated identifier of this vulnerability is vdb-224743."	TRUE	reviewed	FALSE
CVE-2023-1793	a vulnerability was found in sourcecodester police crime record management system 1.0. it has been classified as critical. this affects an unknown part of the file /officer/assigncase.php of the component get parameter handler. the manipulation of the argument caseid leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-224745 was assigned to this vulnerability.	"Extract cybersecurity concepts and relationships from the following description:

a vulnerability was found in sourcecodester police crime record management system 1.0. it has been classified as critical. this affects an unknown part of the file /officer/assigncase.php of the component get parameter handler. the manipulation of the argument caseid leads to sql injection. it is possible to initiate the attack remotely. the exploit has been disclosed to the public and may be used. the identifier vdb-224745 was assigned to this vulnerability."	TRUE	reviewed	FALSE
CVE-2023-1804	the product catalog feed by pixelyoursite wordpress plugin before 2.1.1 does not sanitise and escape the edit parameter before outputting it back in an attribute, leading to a reflected cross-site scripting which could be used against high privilege users such as administrators.	"Extract cybersecurity concepts and relationships from the following description:

the product catalog feed by pixelyoursite wordpress plugin before 2.1.1 does not sanitise and escape the edit parameter before outputting it back in an attribute, leading to a reflected cross-site scripting which could be used against high privilege users such as administrators."	TRUE	reviewed	FALSE
CVE-2023-1807	the elementor addons, widgets and enhancements â€“ stax plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.4.3. this is due to missing or incorrect nonce validation on the toggle_widget function. this makes it possible for unauthenticated attackers to enable or disable elementor widgets via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.	"Extract cybersecurity concepts and relationships from the following description:

the elementor addons, widgets and enhancements â€“ stax plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.4.3. this is due to missing or incorrect nonce validation on the toggle_widget function. this makes it possible for unauthenticated attackers to enable or disable elementor widgets via a forged request granted they can trick a site administrator into performing an action such as clicking on a link."	TRUE	reviewed	FALSE
CVE-2023-1859	a use-after-free flaw was found in xen_9pfs_front_removet in net/9p/trans_xen.c in xen transport for 9pfs in the linux kernel. this flaw could allow a local attacker to crash the system due to a race problem, possibly leading to a kernel information leak.	"Extract cybersecurity concepts and relationships from the following description:

a use-after-free flaw was found in xen_9pfs_front_removet in net/9p/trans_xen.c in xen transport for 9pfs in the linux kernel. this flaw could allow a local attacker to crash the system due to a race problem, possibly leading to a kernel information leak."	FALSE	reviewed	TRUE
CVE-2023-1866	the yourchannel plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.2.3. this is due to missing or incorrect nonce validation on the clearkeys function. this makes it possible for unauthenticated attackers to reset the plugin's channel settings via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.	"Extract cybersecurity concepts and relationships from the following description:

the yourchannel plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.2.3. this is due to missing or incorrect nonce validation on the clearkeys function. this makes it possible for unauthenticated attackers to reset the plugin's channel settings via a forged request granted they can trick a site administrator into performing an action such as clicking on a link."	TRUE	reviewed	FALSE
CVE-2023-1870	the yourchannel plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.2.3. this is due to missing or incorrect nonce validation on the savelang function. this makes it possible for unauthenticated attackers to change the plugin's quick language translation settings via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.	"Extract cybersecurity concepts and relationships from the following description:

the yourchannel plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.2.3. this is due to missing or incorrect nonce validation on the savelang function. this makes it possible for unauthenticated attackers to change the plugin's quick language translation settings via a forged request granted they can trick a site administrator into performing an action such as clicking on a link."	TRUE	reviewed	FALSE
CVE-2023-1871	the yourchannel plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.2.3. this is due to missing or incorrect nonce validation on the deletelang function. this makes it possible for unauthenticated attackers to reset the plugin's quick language translation settings via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.	"Extract cybersecurity concepts and relationships from the following description:

the yourchannel plugin for wordpress is vulnerable to cross-site request forgery in versions up to, and including, 1.2.3. this is due to missing or incorrect nonce validation on the deletelang function. this makes it possible for unauthenticated attackers to reset the plugin's quick language translation settings via a forged request granted they can trick a site administrator into performing an action such as clicking on a link."	TRUE	reviewed	FALSE
CVE-2023-1885	cross-site scripting (xss) - stored in github repository thorsten/phpmyfaq prior to 3.1.12.	"Extract cybersecurity concepts and relationships from the following description:

cross-site scripting (xss) - stored in github repository thorsten/phpmyfaq prior to 3.1.12."	FALSE	reviewed	TRUE
