id	is_critical	platforms	description
CVE-2023-0451	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0452	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0453	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0454	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0455	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0456	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0457	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0458	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0459	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0460	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0461	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0462	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0463	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0464	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0465	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0466	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0467	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0468	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0469	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0470	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0471	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0472	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0473	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0474	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0475	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0476	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0477	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0479	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0480	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0481	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0482	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0483	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0484	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0485	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0486	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0487	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0488	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0489	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0490	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0491	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0492	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0493	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0494	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0495	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0496	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0497	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0498	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0499	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0500	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0501	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0502	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0503	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0504	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0505	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0506	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0507	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0508	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0509	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0511	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0512	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0513	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0514	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0515	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0516	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0518	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0519	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0520	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0522	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0523	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0524	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0525	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0526	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0527	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0528	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0529	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0530	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0531	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0532	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0533	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0534	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0535	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0536	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0537	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0538	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0539	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0540	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0541	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0542	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0543	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0544	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0545	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0546	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0547	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0548	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0549	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0550	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0551	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0552	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0553	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0554	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0555	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0556	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0557	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0558	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0559	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0560	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0561	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0562	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0563	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0564	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0565	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0566	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0567	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0568	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0569	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0570	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0571	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0572	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0574	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0575	FALSE	['Windows', 'Windows_v2.2.0']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0576	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0577	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0578	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0579	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0580	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0581	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0582	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0583	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0584	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0585	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0586	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0587	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0588	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0589	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0590	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0591	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0592	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0593	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0594	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0595	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0597	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0598	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0599	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0600	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0602	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0603	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0604	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0605	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0606	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0607	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0608	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0609	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0610	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0611	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0612	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0613	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0614	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0615	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0616	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0617	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0618	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0619	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0620	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0621	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0622	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0623	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0624	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0625	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0626	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0627	FALSE	['Windows', 'Windows_v4.11']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0628	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0629	TRUE	['Windows', 'Windows_v4.17.0']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0630	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0631	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0632	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0633	FALSE	['Windows', 'Windows_v4.12.0']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0634	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0635	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0636	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0637	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0638	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0639	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0640	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0641	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0642	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0643	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0644	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0645	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0646	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0647	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0648	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0649	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0650	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0651	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0652	FALSE	['Windows', 'Windows_v2022.12.582']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0654	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0655	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0656	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0657	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0658	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0659	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0660	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0661	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0662	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0663	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0664	FALSE	['Windows']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0665	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0666	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0667	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0668	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0669	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0670	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0671	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0673	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0674	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0675	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0676	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0677	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0678	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0679	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0680	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0681	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0683	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0684	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0685	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0686	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0687	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0688	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0689	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0690	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0691	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0692	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0693	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0694	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0695	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0696	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0697	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0698	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0699	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0700	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0701	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0702	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0703	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0704	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0705	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0706	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0707	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0708	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0709	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0710	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0711	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0712	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0713	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0714	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0715	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0716	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0717	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0718	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0719	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0720	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0721	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0722	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0723	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0724	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0725	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0726	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0727	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0728	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0729	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0730	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0731	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0732	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0733	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0734	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0735	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0736	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0737	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0738	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0739	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0740	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0741	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0742	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0743	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0744	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0745	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0746	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0747	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0748	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0749	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0750	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0751	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0754	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0755	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0756	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0757	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0758	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0759	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0760	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0761	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0762	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0763	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0764	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0765	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0766	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0767	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0768	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0769	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0770	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0771	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0772	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0773	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0774	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0775	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0776	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0777	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0778	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0779	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0780	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0781	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0782	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0783	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0784	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0785	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0786	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0787	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0788	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0789	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0790	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0791	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0792	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0793	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0794	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0795	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0796	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0797	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0798	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0799	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0800	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0801	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
